//	Event Flags					
0x000	_UNUSED					
0x675	TRAINER BATTLE					093 (Flag 0x675)
0x676	TRAINER BATTLE					094 (Flag 0x676)
0x677	TRAINER BATTLE					095 (Flag 0x677)
0x678	TRAINER BATTLE					096 (Flag 0x678)
0x679	TRAINER BATTLE					097 (Flag 0x679)
0x67A	TRAINER BATTLE					098 (Flag 0x67A)
0x67B	TRAINER BATTLE					099 (Flag 0x67B)
0x67C	TRAINER BATTLE					100 (Flag 0x67C)
0x67D	TRAINER BATTLE					101 (Flag 0x67D)
0x67E	TRAINER BATTLE					102 (Flag 0x67E)
0x67F	TRAINER BATTLE					103 (Flag 0x67F)
0x680	TRAINER BATTLE					104 (Flag 0x680)
0x681	TRAINER BATTLE					105 (Flag 0x681)
0x682	TRAINER BATTLE					106 (Flag 0x682)
0x683	TRAINER BATTLE					107 (Flag 0x683)
0x684	TRAINER BATTLE					108 (Flag 0x684)
0x685	TRAINER BATTLE					109 (Flag 0x685)
0x686	TRAINER BATTLE					110 (Flag 0x686)
0x687	TRAINER BATTLE					111 (Flag 0x687)
0x688	TRAINER BATTLE					112 (Flag 0x688)
0x689	TRAINER BATTLE					113 (Flag 0x689)
0x68A	TRAINER BATTLE					114 (Flag 0x68A)
0x68B	TRAINER BATTLE					115 (Flag 0x68B)
0x68C	TRAINER BATTLE					116 (Flag 0x68C)
0x68D	TRAINER BATTLE					117 (Flag 0x68D)
0x68E	TRAINER BATTLE					118 (Flag 0x68E)
0x68F	TRAINER BATTLE					119 (Flag 0x68F)
0x690	TRAINER BATTLE					120 (Flag 0x690)
0x691	TRAINER BATTLE					121 (Flag 0x691)
0x692	TRAINER BATTLE					122 (Flag 0x692)
0x693	TRAINER BATTLE					123 (Flag 0x693)
0x694	TRAINER BATTLE					124 (Flag 0x694)
0x695	TRAINER BATTLE					125 (Flag 0x695)
0x696	TRAINER BATTLE					126 (Flag 0x696)
0x697	TRAINER BATTLE					127 (Flag 0x697)
0x698	TRAINER BATTLE					128 (Flag 0x698)
0x699	TRAINER BATTLE					129 (Flag 0x699)
0x69A	TRAINER BATTLE					130 (Flag 0x69A)
0x69B	TRAINER BATTLE					131 (Flag 0x69B)
0x69C	TRAINER BATTLE					132 (Flag 0x69C)
0x69D	TRAINER BATTLE					133 (Flag 0x69D)
0x69E	TRAINER BATTLE					134 (Flag 0x69E)
0x69F	TRAINER BATTLE					135 (Flag 0x69F)
0x6A0	TRAINER BATTLE					136 (Flag 0x6A0)
0x6A1	TRAINER BATTLE					137 (Flag 0x6A1)
0x6A2	TRAINER BATTLE					138 (Flag 0x6A2)
0x6A3	TRAINER BATTLE					139 (Flag 0x6A3)
0x6A4	TRAINER BATTLE	Floccesy Ranch		Youngster Kenny		140 (Flag 0x6A4)
0x6A5	TRAINER BATTLE	Floccesy Ranch		Lass Molly		141 (Flag 0x6A5)
0x6A6	TRAINER BATTLE	Floccesy Ranch		Janitor Orville		142 (Flag 0x6A6)
0x6A7	TRAINER BATTLE					143 (Flag 0x6A7)
0x6A8	TRAINER BATTLE					144 (Flag 0x6A8)
0x6A9	TRAINER BATTLE					145 (Flag 0x6A9)
0x6AA	TRAINER BATTLE					146 (Flag 0x6AA)
0x6AB	TRAINER BATTLE					147 (Flag 0x6AB)
0x6AC	TRAINER BATTLE					148 (Flag 0x6AC)
0x6AD	TRAINER BATTLE					149 (Flag 0x6AD)
0x6AE	TRAINER BATTLE					150 (Flag 0x6AE)
0x6AF	TRAINER BATTLE					151 (Flag 0x6AF)
0x6B0	TRAINER BATTLE					152 (Flag 0x6B0)
0x6B1	TRAINER BATTLE					153 (Flag 0x6B1)
0x6B2	TRAINER BATTLE					154 (Flag 0x6B2)
0x6B3	TRAINER BATTLE					155 (Flag 0x6B3)
0x6B4	TRAINER BATTLE					156 (Flag 0x6B4)
0x6B5	TRAINER BATTLE					157 (Flag 0x6B5)
0x6B6	TRAINER BATTLE					158 (Flag 0x6B6)
0x6B7	TRAINER BATTLE					159 (Flag 0x6B7)
0x6B8	TRAINER BATTLE					160 (Flag 0x6B8)
0x6B9	TRAINER BATTLE					161 (Flag 0x6B9)
0x6BA	TRAINER BATTLE					162 (Flag 0x6BA)
0x6BB	TRAINER BATTLE					163 (Flag 0x6BB)
0x6BC	TRAINER BATTLE					164 (Flag 0x6BC)
0x6BD	TRAINER BATTLE					165 (Flag 0x6BD)
0x6BE	TRAINER BATTLE					166 (Flag 0x6BE)
0x6BF	TRAINER BATTLE					167 (Flag 0x6BF)
0x6C0	TRAINER BATTLE					168 (Flag 0x6C0)
0x6C1	TRAINER BATTLE					169 (Flag 0x6C1)
0x6C2	TRAINER BATTLE					170 (Flag 0x6C2)
0x6C3	TRAINER BATTLE					171 (Flag 0x6C3)
0x6C4	TRAINER BATTLE					172 (Flag 0x6C4)
0x6C5	TRAINER BATTLE					173 (Flag 0x6C5)
0x6C6	TRAINER BATTLE					174 (Flag 0x6C6)
0x6C7	TRAINER BATTLE					175 (Flag 0x6C7)
0x6C8	TRAINER BATTLE					176 (Flag 0x6C8)
0x6C9	TRAINER BATTLE					177 (Flag 0x6C9)
0x6CA	TRAINER BATTLE					178 (Flag 0x6CA)
0x6CB	TRAINER BATTLE					179 (Flag 0x6CB)
0x6CC	TRAINER BATTLE					180 (Flag 0x6CC)
0x6CD	TRAINER BATTLE					181 (Flag 0x6CD)
0x6CE	TRAINER BATTLE					182 (Flag 0x6CE)
0x6CF	TRAINER BATTLE					183 (Flag 0x6CF)
0x6D0	TRAINER BATTLE					184 (Flag 0x6D0)
0x6D1	TRAINER BATTLE					185 (Flag 0x6D1)
0x6D2	TRAINER BATTLE					186 (Flag 0x6D2)
0x6D3	TRAINER BATTLE					187 (Flag 0x6D3)
0x6D4	TRAINER BATTLE					188 (Flag 0x6D4)
0x6D5	TRAINER BATTLE					189 (Flag 0x6D5)
0x6D6	TRAINER BATTLE					190 (Flag 0x6D6)
0x6D7	TRAINER BATTLE					191 (Flag 0x6D7)
0x6D8	TRAINER BATTLE					192 (Flag 0x6D8)
0x6D9	TRAINER BATTLE					193 (Flag 0x6D9)
0x6DA	TRAINER BATTLE					194 (Flag 0x6DA)
0x6DB	TRAINER BATTLE					195 (Flag 0x6DB)
0x6DC	TRAINER BATTLE					196 (Flag 0x6DC)
0x6DD	TRAINER BATTLE					197 (Flag 0x6DD)
0x6DE	TRAINER BATTLE					198 (Flag 0x6DE)
0x6DF	TRAINER BATTLE					199 (Flag 0x6DF)
0x6E0	TRAINER BATTLE					200 (Flag 0x6E0)
0x6E1	TRAINER BATTLE					201 (Flag 0x6E1)
0x6E2	TRAINER BATTLE					202 (Flag 0x6E2)
0x6E3	TRAINER BATTLE					203 (Flag 0x6E3)
0x6E4	TRAINER BATTLE					204 (Flag 0x6E4)
0x6E5	TRAINER BATTLE					205 (Flag 0x6E5)
0x6E6	TRAINER BATTLE					206 (Flag 0x6E6)
0x6E7	TRAINER BATTLE					207 (Flag 0x6E7)
0x6E8	TRAINER BATTLE					208 (Flag 0x6E8)
0x6E9	TRAINER BATTLE					209 (Flag 0x6E9)
0x6EA	TRAINER BATTLE					210 (Flag 0x6EA)
0x6EB	TRAINER BATTLE					211 (Flag 0x6EB)
0x6EC	TRAINER BATTLE					212 (Flag 0x6EC)
0x6ED	TRAINER BATTLE					213 (Flag 0x6ED)
0x6EE	TRAINER BATTLE					214 (Flag 0x6EE)
0x6EF	TRAINER BATTLE					215 (Flag 0x6EF)
0x6F0	TRAINER BATTLE					216 (Flag 0x6F0)
0x6F1	TRAINER BATTLE					217 (Flag 0x6F1)
0x6F2	TRAINER BATTLE					218 (Flag 0x6F2)
0x6F3	TRAINER BATTLE					219 (Flag 0x6F3)
0x6F4	TRAINER BATTLE					220 (Flag 0x6F4)
0x6F5	TRAINER BATTLE					221 (Flag 0x6F5)
0x6F6	TRAINER BATTLE					222 (Flag 0x6F6)
0x6F7	TRAINER BATTLE					223 (Flag 0x6F7)
0x6F8	TRAINER BATTLE					224 (Flag 0x6F8)
0x6F9	TRAINER BATTLE					225 (Flag 0x6F9)
0x6FA	TRAINER BATTLE					226 (Flag 0x6FA)
0x6FB	TRAINER BATTLE					227 (Flag 0x6FB)
0x6FC	TRAINER BATTLE					228 (Flag 0x6FC)
0x6FD	TRAINER BATTLE					229 (Flag 0x6FD)
0x6FE	TRAINER BATTLE					230 (Flag 0x6FE)
0x6FF	TRAINER BATTLE					231 (Flag 0x6FF)
0x700	TRAINER BATTLE					232 (Flag 0x700)
0x701	TRAINER BATTLE					233 (Flag 0x701)
0x702	TRAINER BATTLE					234 (Flag 0x702)
0x703	TRAINER BATTLE					235 (Flag 0x703)
0x704	TRAINER BATTLE					236 (Flag 0x704)
0x705	TRAINER BATTLE					237 (Flag 0x705)
0x706	TRAINER BATTLE					238 (Flag 0x706)
0x707	TRAINER BATTLE					239 (Flag 0x707)
0x708	TRAINER BATTLE					240 (Flag 0x708)
0x709	TRAINER BATTLE					241 (Flag 0x709)
0x70A	TRAINER BATTLE					242 (Flag 0x70A)
0x70B	TRAINER BATTLE					243 (Flag 0x70B)
0x70C	TRAINER BATTLE					244 (Flag 0x70C)
0x70D	TRAINER BATTLE					245 (Flag 0x70D)
0x70E	TRAINER BATTLE					246 (Flag 0x70E)
0x70F	TRAINER BATTLE					247 (Flag 0x70F)
0x710	TRAINER BATTLE					248 (Flag 0x710)
0x711	TRAINER BATTLE					249 (Flag 0x711)
0x712	TRAINER BATTLE					250 (Flag 0x712)
0x713	TRAINER BATTLE					251 (Flag 0x713)
0x714	TRAINER BATTLE					252 (Flag 0x714)
0x715	TRAINER BATTLE					253 (Flag 0x715)
0x716	TRAINER BATTLE					254 (Flag 0x716)
0x717	TRAINER BATTLE					255 (Flag 0x717)
0x718	TRAINER BATTLE	Route 4		PKMN Breader Irene		256 (Flag 0x718)
0x719	TRAINER BATTLE					257 (Flag 0x719)
0x71A	TRAINER BATTLE					258 (Flag 0x71A)
0x71B	TRAINER BATTLE					259 (Flag 0x71B)
0x71C	TRAINER BATTLE					260 (Flag 0x71C)
0x71D	TRAINER BATTLE					261 (Flag 0x71D)
0x71E	TRAINER BATTLE					262 (Flag 0x71E)
0x71F	TRAINER BATTLE	Route 11		PKMN Breader Magnolia		263 (Flag 0x71F)
0x720	TRAINER BATTLE					264 (Flag 0x720)
0x721	TRAINER BATTLE					265 (Flag 0x721)
0x722	TRAINER BATTLE					266 (Flag 0x722)
0x723	TRAINER BATTLE					267 (Flag 0x723)
0x724	TRAINER BATTLE					268 (Flag 0x724)
0x725	TRAINER BATTLE					269 (Flag 0x725)
0x726	TRAINER BATTLE					270 (Flag 0x726)
0x727	TRAINER BATTLE					271 (Flag 0x727)
0x728	TRAINER BATTLE					272 (Flag 0x728)
0x729	TRAINER BATTLE					273 (Flag 0x729)
0x72A	TRAINER BATTLE					274 (Flag 0x72A)
0x72B	TRAINER BATTLE					275 (Flag 0x72B)
0x72C	TRAINER BATTLE					276 (Flag 0x72C)
0x72D	TRAINER BATTLE					277 (Flag 0x72D)
0x72E	TRAINER BATTLE					278 (Flag 0x72E)
0x72F	TRAINER BATTLE					279 (Flag 0x72F)
0x730	TRAINER BATTLE					280 (Flag 0x730)
0x731	TRAINER BATTLE					281 (Flag 0x731)
0x732	TRAINER BATTLE					282 (Flag 0x732)
0x733	TRAINER BATTLE					283 (Flag 0x733)
0x734	TRAINER BATTLE					284 (Flag 0x734)
0x735	TRAINER BATTLE					285 (Flag 0x735)
0x736	TRAINER BATTLE					286 (Flag 0x736)
0x737	TRAINER BATTLE					287 (Flag 0x737)
0x738	TRAINER BATTLE					288 (Flag 0x738)
0x739	TRAINER BATTLE					289 (Flag 0x739)
0x73A	TRAINER BATTLE					290 (Flag 0x73A)
0x73B	TRAINER BATTLE					291 (Flag 0x73B)
0x73C	TRAINER BATTLE					292 (Flag 0x73C)
0x73D	TRAINER BATTLE					293 (Flag 0x73D)
0x73E	TRAINER BATTLE					294 (Flag 0x73E)
0x73F	TRAINER BATTLE					295 (Flag 0x73F)
0x740	TRAINER BATTLE					296 (Flag 0x740)
0x741	TRAINER BATTLE					297 (Flag 0x741)
0x742	TRAINER BATTLE					298 (Flag 0x742)
0x743	TRAINER BATTLE					299 (Flag 0x743)
0x744	TRAINER BATTLE					300 (Flag 0x744)
0x745	TRAINER BATTLE					301 (Flag 0x745)
0x746	TRAINER BATTLE					302 (Flag 0x746)
0x747	TRAINER BATTLE					303 (Flag 0x747)
0x748	TRAINER BATTLE					304 (Flag 0x748)
0x749	TRAINER BATTLE					305 (Flag 0x749)
0x74A	TRAINER BATTLE					306 (Flag 0x74A)
0x74B	TRAINER BATTLE					307 (Flag 0x74B)
0x74C	TRAINER BATTLE					308 (Flag 0x74C)
0x74D	TRAINER BATTLE					309 (Flag 0x74D)
0x74E	TRAINER BATTLE					310 (Flag 0x74E)
0x74F	TRAINER BATTLE					311 (Flag 0x74F)
0x750	TRAINER BATTLE					312 (Flag 0x750)
0x751	TRAINER BATTLE					313 (Flag 0x751)
0x752	TRAINER BATTLE					314 (Flag 0x752)
0x753	TRAINER BATTLE					315 (Flag 0x753)
0x754	TRAINER BATTLE					316 (Flag 0x754)
0x755	TRAINER BATTLE					317 (Flag 0x755)
0x756	TRAINER BATTLE					318 (Flag 0x756)
0x757	TRAINER BATTLE					319 (Flag 0x757)
0x758	TRAINER BATTLE					320 (Flag 0x758)
0x759	TRAINER BATTLE					321 (Flag 0x759)
0x75A	TRAINER BATTLE					322 (Flag 0x75A)
0x75B	TRAINER BATTLE					323 (Flag 0x75B)
0x75C	TRAINER BATTLE					324 (Flag 0x75C)
0x75D	TRAINER BATTLE					325 (Flag 0x75D)
0x75E	TRAINER BATTLE					326 (Flag 0x75E)
0x75F	TRAINER BATTLE					327 (Flag 0x75F)
0x760	TRAINER BATTLE					328 (Flag 0x760)
0x761	TRAINER BATTLE					329 (Flag 0x761)
0x762	TRAINER BATTLE					330 (Flag 0x762)
0x763	TRAINER BATTLE					331 (Flag 0x763)
0x764	TRAINER BATTLE					332 (Flag 0x764)
0x765	TRAINER BATTLE					333 (Flag 0x765)
0x766	TRAINER BATTLE					334 (Flag 0x766)
0x767	TRAINER BATTLE					335 (Flag 0x767)
0x768	TRAINER BATTLE					336 (Flag 0x768)
0x769	TRAINER BATTLE					337 (Flag 0x769)
0x76A	TRAINER BATTLE					338 (Flag 0x76A)
0x76B	TRAINER BATTLE					339 (Flag 0x76B)
0x76C	TRAINER BATTLE					340 (Flag 0x76C)
0x76D	TRAINER BATTLE					341 (Flag 0x76D)
0x76E	TRAINER BATTLE					342 (Flag 0x76E)
0x76F	TRAINER BATTLE					343 (Flag 0x76F)
0x770	TRAINER BATTLE					344 (Flag 0x770)
0x771	TRAINER BATTLE					345 (Flag 0x771)
0x772	TRAINER BATTLE	Route 20		Pokémon Ranger Leaf		346 (Flag 0x772)
0x773	TRAINER BATTLE	Route 20		Pokémon Ranger Naoko		347 (Flag 0x773)
0x774	TRAINER BATTLE	Route 20		Pokémon Ranger Bret		348 (Flag 0x774)
0x775	TRAINER BATTLE	Route 20		Pokémon Ranger Malory		349 (Flag 0x775)
0x776	TRAINER BATTLE					350 (Flag 0x776)
0x777	TRAINER BATTLE					351 (Flag 0x777)
0x778	TRAINER BATTLE					352 (Flag 0x778)
0x779	TRAINER BATTLE					353 (Flag 0x779)
0x77A	TRAINER BATTLE					354 (Flag 0x77A)
0x77B	TRAINER BATTLE					355 (Flag 0x77B)
0x77C	TRAINER BATTLE					356 (Flag 0x77C)
0x77D	TRAINER BATTLE					357 (Flag 0x77D)
0x77E	TRAINER BATTLE					358 (Flag 0x77E)
0x77F	TRAINER BATTLE					359 (Flag 0x77F)
0x780	TRAINER BATTLE					360 (Flag 0x780)
0x781	TRAINER BATTLE					361 (Flag 0x781)
0x782	TRAINER BATTLE					362 (Flag 0x782)
0x783	TRAINER BATTLE					363 (Flag 0x783)
0x784	TRAINER BATTLE					364 (Flag 0x784)
0x785	TRAINER BATTLE					365 (Flag 0x785)
0x786	TRAINER BATTLE					366 (Flag 0x786)
0x787	TRAINER BATTLE					367 (Flag 0x787)
0x788	TRAINER BATTLE					368 (Flag 0x788)
0x789	TRAINER BATTLE					369 (Flag 0x789)
0x78A	TRAINER BATTLE					370 (Flag 0x78A)
0x78B	TRAINER BATTLE					371 (Flag 0x78B)
0x78C	TRAINER BATTLE					372 (Flag 0x78C)
0x78D	TRAINER BATTLE					373 (Flag 0x78D)
0x78E	TRAINER BATTLE					374 (Flag 0x78E)
0x78F	TRAINER BATTLE					375 (Flag 0x78F)
0x790	TRAINER BATTLE					376 (Flag 0x790)
0x791	TRAINER BATTLE					377 (Flag 0x791)
0x792	TRAINER BATTLE					378 (Flag 0x792)
0x793	TRAINER BATTLE					379 (Flag 0x793)
0x794	TRAINER BATTLE					380 (Flag 0x794)
0x795	TRAINER BATTLE					381 (Flag 0x795)
0x796	TRAINER BATTLE					382 (Flag 0x796)
0x797	TRAINER BATTLE					383 (Flag 0x797)
0x798	TRAINER BATTLE					384 (Flag 0x798)
0x799	TRAINER BATTLE					385 (Flag 0x799)
0x79A	TRAINER BATTLE					386 (Flag 0x79A)
0x79B	TRAINER BATTLE					387 (Flag 0x79B)
0x79C	TRAINER BATTLE					388 (Flag 0x79C)
0x79D	TRAINER BATTLE					389 (Flag 0x79D)
0x79E	TRAINER BATTLE					390 (Flag 0x79E)
0x79F	TRAINER BATTLE					391 (Flag 0x79F)
0x7A0	TRAINER BATTLE					392 (Flag 0x7A0)
0x7A1	TRAINER BATTLE					393 (Flag 0x7A1)
0x7A2	TRAINER BATTLE					394 (Flag 0x7A2)
0x7A3	TRAINER BATTLE					395 (Flag 0x7A3)
0x7A4	TRAINER BATTLE					396 (Flag 0x7A4)
0x7A5	TRAINER BATTLE					397 (Flag 0x7A5)
0x7A6	TRAINER BATTLE					398 (Flag 0x7A6)
0x7A7	TRAINER BATTLE					399 (Flag 0x7A7)
0x7A8	TRAINER BATTLE					400 (Flag 0x7A8)
0x7A9	TRAINER BATTLE					401 (Flag 0x7A9)
0x7AA	TRAINER BATTLE					402 (Flag 0x7AA)
0x7AB	TRAINER BATTLE					403 (Flag 0x7AB)
0x7AC	TRAINER BATTLE					404 (Flag 0x7AC)
0x7AD	TRAINER BATTLE					405 (Flag 0x7AD)
0x7AE	TRAINER BATTLE					406 (Flag 0x7AE)
0x7AF	TRAINER BATTLE					407 (Flag 0x7AF)
0x7B0	TRAINER BATTLE					408 (Flag 0x7B0)
0x7B1	TRAINER BATTLE					409 (Flag 0x7B1)
0x7B2	TRAINER BATTLE					410 (Flag 0x7B2)
0x7B3	TRAINER BATTLE					411 (Flag 0x7B3)
0x7B4	TRAINER BATTLE					412 (Flag 0x7B4)
0x7B5	TRAINER BATTLE					413 (Flag 0x7B5)
0x7B6	TRAINER BATTLE					414 (Flag 0x7B6)
0x7B7	TRAINER BATTLE					415 (Flag 0x7B7)
0x7B8	TRAINER BATTLE					416 (Flag 0x7B8)
0x7B9	TRAINER BATTLE					417 (Flag 0x7B9)
0x7BA	TRAINER BATTLE					418 (Flag 0x7BA)
0x7BB	TRAINER BATTLE					419 (Flag 0x7BB)
0x7BC	TRAINER BATTLE					420 (Flag 0x7BC)
0x7BD	TRAINER BATTLE					421 (Flag 0x7BD)
0x7BE	TRAINER BATTLE					422 (Flag 0x7BE)
0x7BF	TRAINER BATTLE					423 (Flag 0x7BF)
0x7C0	TRAINER BATTLE					424 (Flag 0x7C0)
0x7C1	TRAINER BATTLE					425 (Flag 0x7C1)
0x7C2	TRAINER BATTLE					426 (Flag 0x7C2)
0x7C3	TRAINER BATTLE					427 (Flag 0x7C3)
0x7C4	TRAINER BATTLE					428 (Flag 0x7C4)
0x7C5	TRAINER BATTLE					429 (Flag 0x7C5)
0x7C6	TRAINER BATTLE					430 (Flag 0x7C6)
0x7C7	TRAINER BATTLE					431 (Flag 0x7C7)
0x7C8	TRAINER BATTLE					432 (Flag 0x7C8)
0x7C9	TRAINER BATTLE					433 (Flag 0x7C9)
0x7CA	TRAINER BATTLE					434 (Flag 0x7CA)
0x7CB	TRAINER BATTLE					435 (Flag 0x7CB)
0x7CC	TRAINER BATTLE					436 (Flag 0x7CC)
0x7CD	TRAINER BATTLE					437 (Flag 0x7CD)
0x7CE	TRAINER BATTLE					438 (Flag 0x7CE)
0x7CF	TRAINER BATTLE					439 (Flag 0x7CF)
0x7D0	TRAINER BATTLE					440 (Flag 0x7D0)
0x7D1	TRAINER BATTLE					441 (Flag 0x7D1)
0x7D2	TRAINER BATTLE					442 (Flag 0x7D2)
0x7D3	TRAINER BATTLE					443 (Flag 0x7D3)
0x7D4	TRAINER BATTLE					444 (Flag 0x7D4)
0x7D5	TRAINER BATTLE					445 (Flag 0x7D5)
0x7D6	TRAINER BATTLE					446 (Flag 0x7D6)
0x7D7	TRAINER BATTLE					447 (Flag 0x7D7)
0x7D8	TRAINER BATTLE					448 (Flag 0x7D8)
0x7D9	TRAINER BATTLE					449 (Flag 0x7D9)
0x7DA	TRAINER BATTLE					450 (Flag 0x7DA)
0x7DB	TRAINER BATTLE					451 (Flag 0x7DB)
0x7DC	TRAINER BATTLE					452 (Flag 0x7DC)
0x7DD	TRAINER BATTLE					453 (Flag 0x7DD)
0x7DE	TRAINER BATTLE					454 (Flag 0x7DE)
0x7DF	TRAINER BATTLE					455 (Flag 0x7DF)
0x7E0	TRAINER BATTLE					456 (Flag 0x7E0)
0x7E1	TRAINER BATTLE					457 (Flag 0x7E1)
0x7E2	TRAINER BATTLE					458 (Flag 0x7E2)
0x7E3	TRAINER BATTLE					459 (Flag 0x7E3)
0x7E4	TRAINER BATTLE					460 (Flag 0x7E4)
0x7E5	TRAINER BATTLE					461 (Flag 0x7E5)
0x7E6	TRAINER BATTLE					462 (Flag 0x7E6)
0x7E7	TRAINER BATTLE					463 (Flag 0x7E7)
0x7E8	TRAINER BATTLE					464 (Flag 0x7E8)
0x7E9	TRAINER BATTLE					465 (Flag 0x7E9)
0x7EA	TRAINER BATTLE					466 (Flag 0x7EA)
0x7EB	TRAINER BATTLE					467 (Flag 0x7EB)
0x7EC	TRAINER BATTLE					468 (Flag 0x7EC)
0x7ED	TRAINER BATTLE					469 (Flag 0x7ED)
0x7EE	TRAINER BATTLE					470 (Flag 0x7EE)
0x7EF	TRAINER BATTLE					471 (Flag 0x7EF)
0x7F0	TRAINER BATTLE					472 (Flag 0x7F0)
0x7F1	TRAINER BATTLE					473 (Flag 0x7F1)
0x7F2	TRAINER BATTLE					474 (Flag 0x7F2)
0x7F3	TRAINER BATTLE					475 (Flag 0x7F3)
0x7F4	TRAINER BATTLE					476 (Flag 0x7F4)
0x7F5	TRAINER BATTLE					477 (Flag 0x7F5)
0x7F6	TRAINER BATTLE					478 (Flag 0x7F6)
0x7F7	TRAINER BATTLE					479 (Flag 0x7F7)
0x7F8	TRAINER BATTLE					480 (Flag 0x7F8)
0x7F9	TRAINER BATTLE					481 (Flag 0x7F9)
0x7FA	TRAINER BATTLE					482 (Flag 0x7FA)
0x7FB	TRAINER BATTLE					483 (Flag 0x7FB)
0x7FC	TRAINER BATTLE					484 (Flag 0x7FC)
0x7FD	TRAINER BATTLE					485 (Flag 0x7FD)
0x7FE	TRAINER BATTLE					486 (Flag 0x7FE)
0x7FF	TRAINER BATTLE					487 (Flag 0x7FF)
0x800	TRAINER BATTLE					488 (Flag 0x800)
0x801	TRAINER BATTLE					489 (Flag 0x801)
0x802	TRAINER BATTLE					490 (Flag 0x802)
0x803	TRAINER BATTLE					491 (Flag 0x803)
0x804	TRAINER BATTLE					492 (Flag 0x804)
0x805	TRAINER BATTLE					493 (Flag 0x805)
0x806	TRAINER BATTLE					494 (Flag 0x806)
0x807	TRAINER BATTLE					495 (Flag 0x807)
0x808	TRAINER BATTLE					496 (Flag 0x808)
0x809	TRAINER BATTLE					497 (Flag 0x809)
0x80A	TRAINER BATTLE					498 (Flag 0x80A)
0x80B	TRAINER BATTLE					499 (Flag 0x80B)
0x80C	TRAINER BATTLE					500 (Flag 0x80C)
0x80D	TRAINER BATTLE					501 (Flag 0x80D)
0x80E	TRAINER BATTLE					502 (Flag 0x80E)
0x80F	TRAINER BATTLE					503 (Flag 0x80F)
0x810	TRAINER BATTLE					504 (Flag 0x810)
0x811	TRAINER BATTLE					505 (Flag 0x811)
0x812	TRAINER BATTLE					506 (Flag 0x812)
0x813	TRAINER BATTLE					507 (Flag 0x813)
0x814	TRAINER BATTLE					508 (Flag 0x814)
0x815	TRAINER BATTLE					509 (Flag 0x815)
0x816	TRAINER BATTLE					510 (Flag 0x816)
0x817	TRAINER BATTLE					511 (Flag 0x817)
0x818	TRAINER BATTLE					512 (Flag 0x818)
0x819	TRAINER BATTLE					513 (Flag 0x819)
0x81A	TRAINER BATTLE					514 (Flag 0x81A)
0x81B	TRAINER BATTLE					515 (Flag 0x81B)
0x81C	TRAINER BATTLE					516 (Flag 0x81C)
0x81D	TRAINER BATTLE					517 (Flag 0x81D)
0x81E	TRAINER BATTLE					518 (Flag 0x81E)
0x81F	TRAINER BATTLE					519 (Flag 0x81F)
0x820	TRAINER BATTLE					520 (Flag 0x820)
0x821	TRAINER BATTLE					521 (Flag 0x821)
0x822	TRAINER BATTLE					522 (Flag 0x822)
0x823	TRAINER BATTLE					523 (Flag 0x823)
0x824	TRAINER BATTLE					524 (Flag 0x824)
0x825	TRAINER BATTLE					525 (Flag 0x825)
0x826	TRAINER BATTLE					526 (Flag 0x826)
0x827	TRAINER BATTLE					527 (Flag 0x827)
0x828	TRAINER BATTLE					528 (Flag 0x828)
0x829	TRAINER BATTLE					529 (Flag 0x829)
0x82A	TRAINER BATTLE					530 (Flag 0x82A)
0x82B	TRAINER BATTLE					531 (Flag 0x82B)
0x82C	TRAINER BATTLE					532 (Flag 0x82C)
0x82D	TRAINER BATTLE					533 (Flag 0x82D)
0x82E	TRAINER BATTLE					534 (Flag 0x82E)
0x82F	TRAINER BATTLE					535 (Flag 0x82F)
0x830	TRAINER BATTLE					536 (Flag 0x830)
0x831	TRAINER BATTLE					537 (Flag 0x831)
0x832	TRAINER BATTLE					538 (Flag 0x832)
0x833	TRAINER BATTLE					539 (Flag 0x833)
0x834	TRAINER BATTLE					540 (Flag 0x834)
0x835	TRAINER BATTLE					541 (Flag 0x835)
0x836	TRAINER BATTLE					542 (Flag 0x836)
0x837	TRAINER BATTLE					543 (Flag 0x837)
0x838	TRAINER BATTLE					544 (Flag 0x838)
0x839	TRAINER BATTLE					545 (Flag 0x839)
0x83A	TRAINER BATTLE					546 (Flag 0x83A)
0x83B	TRAINER BATTLE					547 (Flag 0x83B)
0x83C	TRAINER BATTLE					548 (Flag 0x83C)
0x83D	TRAINER BATTLE					549 (Flag 0x83D)
0x83E	TRAINER BATTLE					550 (Flag 0x83E)
0x83F	TRAINER BATTLE					551 (Flag 0x83F)
0x840	TRAINER BATTLE					552 (Flag 0x840)
0x841	TRAINER BATTLE					553 (Flag 0x841)
0x842	TRAINER BATTLE					554 (Flag 0x842)
0x843	TRAINER BATTLE					555 (Flag 0x843)
0x844	TRAINER BATTLE					556 (Flag 0x844)
0x845	TRAINER BATTLE					557 (Flag 0x845)
0x846	TRAINER BATTLE					558 (Flag 0x846)
0x847	TRAINER BATTLE					559 (Flag 0x847)
0x848	TRAINER BATTLE					560 (Flag 0x848)
0x849	TRAINER BATTLE					561 (Flag 0x849)
0x84A	TRAINER BATTLE					562 (Flag 0x84A)
0x84B	TRAINER BATTLE					563 (Flag 0x84B)
0x84C	TRAINER BATTLE					564 (Flag 0x84C)
0x84D	TRAINER BATTLE					565 (Flag 0x84D)
0x84E	TRAINER BATTLE					566 (Flag 0x84E)
0x84F	TRAINER BATTLE					567 (Flag 0x84F)
