//	Event Flags					
0x000	_UNUSED					
0x694	TRAINER BATTLE					268 (Flag 0x694)
0x695	TRAINER BATTLE					269 (Flag 0x695)
0x696	TRAINER BATTLE					270 (Flag 0x696)
0x697	TRAINER BATTLE					271 (Flag 0x697)
0x698	TRAINER BATTLE					272 (Flag 0x698)
0x699	TRAINER BATTLE					273 (Flag 0x699)
0x69A	TRAINER BATTLE					274 (Flag 0x69A)
0x69B	TRAINER BATTLE					275 (Flag 0x69B)
0x69C	TRAINER BATTLE					276 (Flag 0x69C)
0x69D	TRAINER BATTLE					277 (Flag 0x69D)
0x69E	TRAINER BATTLE					278 (Flag 0x69E)
0x69F	TRAINER BATTLE					279 (Flag 0x69F)
0x6A0	TRAINER BATTLE					280 (Flag 0x6A0)
0x6A1	TRAINER BATTLE					281 (Flag 0x6A1)
0x6A2	TRAINER BATTLE					282 (Flag 0x6A2)
0x6A3	TRAINER BATTLE					283 (Flag 0x6A3)
0x6A4	TRAINER BATTLE					284 (Flag 0x6A4)
0x6A5	TRAINER BATTLE					285 (Flag 0x6A5)
0x6A6	TRAINER BATTLE					286 (Flag 0x6A6)
0x6A7	TRAINER BATTLE					287 (Flag 0x6A7)
0x6A8	TRAINER BATTLE					288 (Flag 0x6A8)
0x6A9	TRAINER BATTLE					289 (Flag 0x6A9)
0x6AA	TRAINER BATTLE					290 (Flag 0x6AA)
0x6AB	TRAINER BATTLE					291 (Flag 0x6AB)
0x6AC	TRAINER BATTLE					292 (Flag 0x6AC)
0x6AD	TRAINER BATTLE					293 (Flag 0x6AD)
0x6AE	TRAINER BATTLE					294 (Flag 0x6AE)
0x6AF	TRAINER BATTLE					295 (Flag 0x6AF)
0x6B0	TRAINER BATTLE					296 (Flag 0x6B0)
0x6B1	TRAINER BATTLE					297 (Flag 0x6B1)
0x6B2	TRAINER BATTLE					298 (Flag 0x6B2)
0x6B3	TRAINER BATTLE					299 (Flag 0x6B3)
0x6B4	TRAINER BATTLE					300 (Flag 0x6B4)
0x6B5	TRAINER BATTLE					301 (Flag 0x6B5)
0x6B6	TRAINER BATTLE					302 (Flag 0x6B6)
0x6B7	TRAINER BATTLE					303 (Flag 0x6B7)
0x6B8	TRAINER BATTLE					304 (Flag 0x6B8)
0x6B9	TRAINER BATTLE					305 (Flag 0x6B9)
0x6BA	TRAINER BATTLE					306 (Flag 0x6BA)
0x6BB	TRAINER BATTLE					307 (Flag 0x6BB)
0x6BC	TRAINER BATTLE					308 (Flag 0x6BC)
0x6BD	TRAINER BATTLE					309 (Flag 0x6BD)
0x6BE	TRAINER BATTLE					310 (Flag 0x6BE)
0x6BF	TRAINER BATTLE					311 (Flag 0x6BF)
0x6C0	TRAINER BATTLE					312 (Flag 0x6C0)
0x6C1	TRAINER BATTLE					313 (Flag 0x6C1)
0x6C2	TRAINER BATTLE					314 (Flag 0x6C2)
0x6C3	TRAINER BATTLE					315 (Flag 0x6C3)
0x6C4	TRAINER BATTLE					316 (Flag 0x6C4)
0x6C5	TRAINER BATTLE					317 (Flag 0x6C5)
0x6C6	TRAINER BATTLE					318 (Flag 0x6C6)
0x6C7	TRAINER BATTLE					319 (Flag 0x6C7)
0x6C8	TRAINER BATTLE					320 (Flag 0x6C8)
0x6C9	TRAINER BATTLE					321 (Flag 0x6C9)
0x6CA	TRAINER BATTLE					322 (Flag 0x6CA)
0x6CB	TRAINER BATTLE					323 (Flag 0x6CB)
0x6CC	TRAINER BATTLE					324 (Flag 0x6CC)
0x6CD	TRAINER BATTLE					325 (Flag 0x6CD)
0x6CE	TRAINER BATTLE					326 (Flag 0x6CE)
0x6CF	TRAINER BATTLE					327 (Flag 0x6CF)
0x6D0	TRAINER BATTLE					328 (Flag 0x6D0)
0x6D1	TRAINER BATTLE					329 (Flag 0x6D1)
0x6D2	TRAINER BATTLE					330 (Flag 0x6D2)
0x6D3	TRAINER BATTLE					331 (Flag 0x6D3)
0x6D4	TRAINER BATTLE					332 (Flag 0x6D4)
0x6D5	TRAINER BATTLE					333 (Flag 0x6D5)
0x6D6	TRAINER BATTLE					334 (Flag 0x6D6)
0x6D7	TRAINER BATTLE					335 (Flag 0x6D7)
0x6D8	TRAINER BATTLE					336 (Flag 0x6D8)
0x6D9	TRAINER BATTLE					337 (Flag 0x6D9)
0x6DA	TRAINER BATTLE					338 (Flag 0x6DA)
0x6DB	TRAINER BATTLE					339 (Flag 0x6DB)
0x6DC	TRAINER BATTLE					340 (Flag 0x6DC)
0x6DD	TRAINER BATTLE					341 (Flag 0x6DD)
0x6DE	TRAINER BATTLE					342 (Flag 0x6DE)
0x6DF	TRAINER BATTLE					343 (Flag 0x6DF)
0x6E0	TRAINER BATTLE					344 (Flag 0x6E0)
0x6E1	TRAINER BATTLE					345 (Flag 0x6E1)
0x6E2	TRAINER BATTLE					346 (Flag 0x6E2)
0x6E3	TRAINER BATTLE					347 (Flag 0x6E3)
0x6E4	TRAINER BATTLE					348 (Flag 0x6E4)
0x6E5	TRAINER BATTLE					349 (Flag 0x6E5)
0x6E6	TRAINER BATTLE					350 (Flag 0x6E6)
0x6E7	TRAINER BATTLE					351 (Flag 0x6E7)
0x6E8	TRAINER BATTLE					352 (Flag 0x6E8)
0x6E9	TRAINER BATTLE					353 (Flag 0x6E9)
0x6EA	TRAINER BATTLE					354 (Flag 0x6EA)
0x6EB	TRAINER BATTLE					355 (Flag 0x6EB)
0x6EC	TRAINER BATTLE					356 (Flag 0x6EC)
0x6ED	TRAINER BATTLE					357 (Flag 0x6ED)
0x6EE	TRAINER BATTLE					358 (Flag 0x6EE)
0x6EF	TRAINER BATTLE					359 (Flag 0x6EF)
0x6F0	TRAINER BATTLE					360 (Flag 0x6F0)
0x6F1	TRAINER BATTLE					361 (Flag 0x6F1)
0x6F2	TRAINER BATTLE					362 (Flag 0x6F2)
0x6F3	TRAINER BATTLE					363 (Flag 0x6F3)
0x6F4	TRAINER BATTLE					364 (Flag 0x6F4)
0x6F5	TRAINER BATTLE					365 (Flag 0x6F5)
0x6F6	TRAINER BATTLE					366 (Flag 0x6F6)
0x6F7	TRAINER BATTLE					367 (Flag 0x6F7)
0x6F8	TRAINER BATTLE					368 (Flag 0x6F8)
0x6F9	TRAINER BATTLE					369 (Flag 0x6F9)
0x6FA	TRAINER BATTLE					370 (Flag 0x6FA)
0x6FB	TRAINER BATTLE					371 (Flag 0x6FB)
0x6FC	TRAINER BATTLE					372 (Flag 0x6FC)
0x6FD	TRAINER BATTLE					373 (Flag 0x6FD)
0x6FE	TRAINER BATTLE					374 (Flag 0x6FE)
0x6FF	TRAINER BATTLE					375 (Flag 0x6FF)
0x700	TRAINER BATTLE					376 (Flag 0x700)
0x701	TRAINER BATTLE					377 (Flag 0x701)
0x702	TRAINER BATTLE					378 (Flag 0x702)
0x703	TRAINER BATTLE					379 (Flag 0x703)
0x704	TRAINER BATTLE					380 (Flag 0x704)
0x705	TRAINER BATTLE					381 (Flag 0x705)
0x706	TRAINER BATTLE					382 (Flag 0x706)
0x707	TRAINER BATTLE					383 (Flag 0x707)
0x708	TRAINER BATTLE					384 (Flag 0x708)
0x709	TRAINER BATTLE					385 (Flag 0x709)
0x70A	TRAINER BATTLE					386 (Flag 0x70A)
0x70B	TRAINER BATTLE					387 (Flag 0x70B)
0x70C	TRAINER BATTLE					388 (Flag 0x70C)
0x70D	TRAINER BATTLE					389 (Flag 0x70D)
0x70E	TRAINER BATTLE					390 (Flag 0x70E)
0x70F	TRAINER BATTLE					391 (Flag 0x70F)
0x710	TRAINER BATTLE					392 (Flag 0x710)
0x711	TRAINER BATTLE					393 (Flag 0x711)
0x712	TRAINER BATTLE					394 (Flag 0x712)
0x713	TRAINER BATTLE					395 (Flag 0x713)
0x714	TRAINER BATTLE					396 (Flag 0x714)
0x715	TRAINER BATTLE					397 (Flag 0x715)
0x716	TRAINER BATTLE					398 (Flag 0x716)
0x717	TRAINER BATTLE					399 (Flag 0x717)
0x718	TRAINER BATTLE					400 (Flag 0x718)
0x719	TRAINER BATTLE					401 (Flag 0x719)
0x71A	TRAINER BATTLE					402 (Flag 0x71A)
0x71B	TRAINER BATTLE					403 (Flag 0x71B)
0x71C	TRAINER BATTLE					404 (Flag 0x71C)
0x71D	TRAINER BATTLE					405 (Flag 0x71D)
0x71E	TRAINER BATTLE					406 (Flag 0x71E)
0x71F	TRAINER BATTLE					407 (Flag 0x71F)
0x720	TRAINER BATTLE					408 (Flag 0x720)
0x721	TRAINER BATTLE					409 (Flag 0x721)
0x722	TRAINER BATTLE					410 (Flag 0x722)
0x723	TRAINER BATTLE					411 (Flag 0x723)
0x724	TRAINER BATTLE					412 (Flag 0x724)
0x725	TRAINER BATTLE					413 (Flag 0x725)
0x726	TRAINER BATTLE					414 (Flag 0x726)
0x727	TRAINER BATTLE					415 (Flag 0x727)
0x728	TRAINER BATTLE					416 (Flag 0x728)
0x729	TRAINER BATTLE					417 (Flag 0x729)
0x72A	TRAINER BATTLE					418 (Flag 0x72A)
0x72B	TRAINER BATTLE					419 (Flag 0x72B)
0x72C	TRAINER BATTLE					420 (Flag 0x72C)
0x72D	TRAINER BATTLE					421 (Flag 0x72D)
0x72E	TRAINER BATTLE					422 (Flag 0x72E)
0x72F	TRAINER BATTLE					423 (Flag 0x72F)
0x730	TRAINER BATTLE					424 (Flag 0x730)
0x731	TRAINER BATTLE					425 (Flag 0x731)
0x732	TRAINER BATTLE					426 (Flag 0x732)
0x733	TRAINER BATTLE					427 (Flag 0x733)
0x734	TRAINER BATTLE					428 (Flag 0x734)
0x735	TRAINER BATTLE					429 (Flag 0x735)
0x736	TRAINER BATTLE					430 (Flag 0x736)
0x737	TRAINER BATTLE					431 (Flag 0x737)
0x738	TRAINER BATTLE					432 (Flag 0x738)
0x739	TRAINER BATTLE					433 (Flag 0x739)
0x73A	TRAINER BATTLE					434 (Flag 0x73A)
0x73B	TRAINER BATTLE					435 (Flag 0x73B)
0x73C	TRAINER BATTLE					436 (Flag 0x73C)
0x73D	TRAINER BATTLE					437 (Flag 0x73D)
0x73E	TRAINER BATTLE					438 (Flag 0x73E)
0x73F	TRAINER BATTLE					439 (Flag 0x73F)
0x740	TRAINER BATTLE					440 (Flag 0x740)
0x741	TRAINER BATTLE					441 (Flag 0x741)
0x742	TRAINER BATTLE					442 (Flag 0x742)
0x743	TRAINER BATTLE					443 (Flag 0x743)
0x744	TRAINER BATTLE					444 (Flag 0x744)
0x745	TRAINER BATTLE					445 (Flag 0x745)
0x746	TRAINER BATTLE					446 (Flag 0x746)
0x747	TRAINER BATTLE					447 (Flag 0x747)
0x748	TRAINER BATTLE					448 (Flag 0x748)
0x749	TRAINER BATTLE					449 (Flag 0x749)
0x74A	TRAINER BATTLE					450 (Flag 0x74A)
0x74B	TRAINER BATTLE					451 (Flag 0x74B)
0x74C	TRAINER BATTLE					452 (Flag 0x74C)
0x74D	TRAINER BATTLE					453 (Flag 0x74D)
0x74E	TRAINER BATTLE					454 (Flag 0x74E)
0x74F	TRAINER BATTLE					455 (Flag 0x74F)
0x750	TRAINER BATTLE					456 (Flag 0x750)
0x751	TRAINER BATTLE					457 (Flag 0x751)
0x752	TRAINER BATTLE					458 (Flag 0x752)
0x753	TRAINER BATTLE					459 (Flag 0x753)
0x754	TRAINER BATTLE					460 (Flag 0x754)
0x755	TRAINER BATTLE					461 (Flag 0x755)
0x756	TRAINER BATTLE					462 (Flag 0x756)
0x757	TRAINER BATTLE					463 (Flag 0x757)
0x758	TRAINER BATTLE					464 (Flag 0x758)
0x759	TRAINER BATTLE					465 (Flag 0x759)
0x75A	TRAINER BATTLE					466 (Flag 0x75A)
0x75B	TRAINER BATTLE					467 (Flag 0x75B)
0x75C	TRAINER BATTLE					468 (Flag 0x75C)
0x75D	TRAINER BATTLE					469 (Flag 0x75D)
0x75E	TRAINER BATTLE					470 (Flag 0x75E)
0x75F	TRAINER BATTLE					471 (Flag 0x75F)
0x760	TRAINER BATTLE					472 (Flag 0x760)
0x761	TRAINER BATTLE					473 (Flag 0x761)
0x762	TRAINER BATTLE					474 (Flag 0x762)
0x763	TRAINER BATTLE					475 (Flag 0x763)
0x764	TRAINER BATTLE					476 (Flag 0x764)
0x765	TRAINER BATTLE					477 (Flag 0x765)
0x766	TRAINER BATTLE					478 (Flag 0x766)
0x767	TRAINER BATTLE					479 (Flag 0x767)
0x768	TRAINER BATTLE					480 (Flag 0x768)
0x769	TRAINER BATTLE					481 (Flag 0x769)
0x76A	TRAINER BATTLE					482 (Flag 0x76A)
0x76B	TRAINER BATTLE					483 (Flag 0x76B)
0x76C	TRAINER BATTLE					484 (Flag 0x76C)
0x76D	TRAINER BATTLE					485 (Flag 0x76D)
0x76E	TRAINER BATTLE					486 (Flag 0x76E)
0x76F	TRAINER BATTLE					487 (Flag 0x76F)
0x770	TRAINER BATTLE					488 (Flag 0x770)
0x771	TRAINER BATTLE					489 (Flag 0x771)
0x772	TRAINER BATTLE					490 (Flag 0x772)
0x773	TRAINER BATTLE					491 (Flag 0x773)
0x774	TRAINER BATTLE					492 (Flag 0x774)
0x775	TRAINER BATTLE					493 (Flag 0x775)
0x776	TRAINER BATTLE					494 (Flag 0x776)
0x777	TRAINER BATTLE					495 (Flag 0x777)
0x778	TRAINER BATTLE					496 (Flag 0x778)
0x779	TRAINER BATTLE					497 (Flag 0x779)
0x77A	TRAINER BATTLE					498 (Flag 0x77A)
0x77B	TRAINER BATTLE					499 (Flag 0x77B)
0x77C	TRAINER BATTLE					500 (Flag 0x77C)
0x77D	TRAINER BATTLE					501 (Flag 0x77D)
0x77E	TRAINER BATTLE					502 (Flag 0x77E)
0x77F	TRAINER BATTLE					503 (Flag 0x77F)
0x780	TRAINER BATTLE					504 (Flag 0x780)
0x781	TRAINER BATTLE					505 (Flag 0x781)
0x782	TRAINER BATTLE					506 (Flag 0x782)
0x783	TRAINER BATTLE					507 (Flag 0x783)
0x784	TRAINER BATTLE					508 (Flag 0x784)
0x785	TRAINER BATTLE					509 (Flag 0x785)
0x786	TRAINER BATTLE					510 (Flag 0x786)
0x787	TRAINER BATTLE					511 (Flag 0x787)
0x788	TRAINER BATTLE					512 (Flag 0x788)
0x789	TRAINER BATTLE					513 (Flag 0x789)
0x78A	TRAINER BATTLE					514 (Flag 0x78A)
0x78B	TRAINER BATTLE					515 (Flag 0x78B)
0x78C	TRAINER BATTLE					516 (Flag 0x78C)
0x78D	TRAINER BATTLE					517 (Flag 0x78D)
0x78E	TRAINER BATTLE					518 (Flag 0x78E)
0x78F	TRAINER BATTLE					519 (Flag 0x78F)
0x790	TRAINER BATTLE					520 (Flag 0x790)
0x791	TRAINER BATTLE					521 (Flag 0x791)
0x792	TRAINER BATTLE					522 (Flag 0x792)
0x793	TRAINER BATTLE					523 (Flag 0x793)
0x794	TRAINER BATTLE					524 (Flag 0x794)
0x795	TRAINER BATTLE					525 (Flag 0x795)
0x796	TRAINER BATTLE					526 (Flag 0x796)
0x797	TRAINER BATTLE					527 (Flag 0x797)
0x798	TRAINER BATTLE					528 (Flag 0x798)
0x799	TRAINER BATTLE					529 (Flag 0x799)
0x79A	TRAINER BATTLE					530 (Flag 0x79A)
0x79B	TRAINER BATTLE					531 (Flag 0x79B)
0x79C	TRAINER BATTLE					532 (Flag 0x79C)
0x79D	TRAINER BATTLE					533 (Flag 0x79D)
0x79E	TRAINER BATTLE					534 (Flag 0x79E)
0x79F	TRAINER BATTLE					535 (Flag 0x79F)
0x7A0	TRAINER BATTLE					536 (Flag 0x7A0)
0x7A1	TRAINER BATTLE					537 (Flag 0x7A1)
0x7A2	TRAINER BATTLE					538 (Flag 0x7A2)
0x7A3	TRAINER BATTLE					539 (Flag 0x7A3)
0x7A4	TRAINER BATTLE					540 (Flag 0x7A4)
0x7A5	TRAINER BATTLE					541 (Flag 0x7A5)
0x7A6	TRAINER BATTLE					542 (Flag 0x7A6)
0x7A7	TRAINER BATTLE					543 (Flag 0x7A7)
0x7A8	TRAINER BATTLE					544 (Flag 0x7A8)
0x7A9	TRAINER BATTLE					545 (Flag 0x7A9)
0x7AA	TRAINER BATTLE					546 (Flag 0x7AA)
0x7AB	TRAINER BATTLE					547 (Flag 0x7AB)
0x7AC	TRAINER BATTLE					548 (Flag 0x7AC)
0x7AD	TRAINER BATTLE					549 (Flag 0x7AD)
0x7AE	TRAINER BATTLE					550 (Flag 0x7AE)
0x7AF	TRAINER BATTLE					551 (Flag 0x7AF)
0x7B0	TRAINER BATTLE					552 (Flag 0x7B0)
0x7B1	TRAINER BATTLE					553 (Flag 0x7B1)
0x7B2	TRAINER BATTLE					554 (Flag 0x7B2)
0x7B3	TRAINER BATTLE					555 (Flag 0x7B3)
0x7B4	TRAINER BATTLE					556 (Flag 0x7B4)
0x7B5	TRAINER BATTLE					557 (Flag 0x7B5)
0x7B6	TRAINER BATTLE					558 (Flag 0x7B6)
0x7B7	TRAINER BATTLE					559 (Flag 0x7B7)
0x7B8	TRAINER BATTLE					560 (Flag 0x7B8)
0x7B9	TRAINER BATTLE					561 (Flag 0x7B9)
0x7BA	TRAINER BATTLE					562 (Flag 0x7BA)
0x7BB	TRAINER BATTLE					563 (Flag 0x7BB)
0x7BC	TRAINER BATTLE					564 (Flag 0x7BC)
0x7BD	TRAINER BATTLE					565 (Flag 0x7BD)
0x7BE	TRAINER BATTLE					566 (Flag 0x7BE)
0x7BF	TRAINER BATTLE					567 (Flag 0x7BF)
0x7C0	TRAINER BATTLE					568 (Flag 0x7C0)
0x7C1	TRAINER BATTLE					569 (Flag 0x7C1)
0x7C2	TRAINER BATTLE					570 (Flag 0x7C2)
0x7C3	TRAINER BATTLE					571 (Flag 0x7C3)
0x7C4	TRAINER BATTLE					572 (Flag 0x7C4)
0x7C5	TRAINER BATTLE					573 (Flag 0x7C5)
0x7C6	TRAINER BATTLE					574 (Flag 0x7C6)
0x7C7	TRAINER BATTLE					575 (Flag 0x7C7)
0x7C8	TRAINER BATTLE					576 (Flag 0x7C8)
0x7C9	TRAINER BATTLE					577 (Flag 0x7C9)
0x7CA	TRAINER BATTLE					578 (Flag 0x7CA)
0x7CB	TRAINER BATTLE					579 (Flag 0x7CB)
0x7CC	TRAINER BATTLE					580 (Flag 0x7CC)
0x7CD	TRAINER BATTLE					581 (Flag 0x7CD)
0x7CE	TRAINER BATTLE					582 (Flag 0x7CE)
0x7CF	TRAINER BATTLE					583 (Flag 0x7CF)
0x7D0	TRAINER BATTLE					584 (Flag 0x7D0)
0x7D1	TRAINER BATTLE					585 (Flag 0x7D1)
0x7D2	TRAINER BATTLE					586 (Flag 0x7D2)
0x7D3	TRAINER BATTLE					587 (Flag 0x7D3)
0x7D4	TRAINER BATTLE					588 (Flag 0x7D4)
0x7D5	TRAINER BATTLE					589 (Flag 0x7D5)
0x7D6	TRAINER BATTLE					590 (Flag 0x7D6)
0x7D7	TRAINER BATTLE					591 (Flag 0x7D7)
0x7D8						
0x7D9						
0x7DA						
0x7DB						
0x7DC						
0x7DD						
0x7DE						
0x7DF						
0x7E0						
0x7E1						
0x7E2						
0x7E3						
0x7E4						
0x7E5						
0x7E6						
0x7E7						
0x7E8						
0x7E9						
0x7EA						
0x7EB						
0x7EC						
0x7ED						
0x7EE						
0x7EF						
0x7F0						
0x7F1						
0x7F2						
0x7F3						
0x7F4						
0x7F5						
0x7F6						
0x7F7						
0x7F8						
0x7F9						
0x7FA						
0x7FB						
0x7FC						
0x7FD						
0x7FE						
0x7FF						
0x800						
0x801						
0x802						
0x803						
0x804						
0x805						
0x806						
0x807						
0x808						
0x809						
0x80A						
0x80B						
0x80C						
0x80D						
0x80E						
0x80F						
0x810						
0x811						
0x812						
0x813						
0x814						
0x815						
0x816						
0x817						
0x818						
0x819						
0x81A						
0x81B						
0x81C						
0x81D						
0x81E						
0x81F						
0x820						
0x821						
0x822						
0x823						
0x824						
0x825						
0x826						
0x827						
0x828						
0x829						
0x82A						
0x82B						
0x82C						
0x82D						
0x82E						
0x82F						
0x830						
0x831						
0x832						
0x833						
0x834						
0x835						
0x836						
0x837						
0x838						
0x839						
0x83A						
0x83B						
0x83C						
0x83D						
0x83E						
0x83F						
0x840						
0x841						
0x842						
0x843						
0x844						
0x845						
0x846						
0x847						
0x848						
0x849						
0x84A						
0x84B						
0x84C						
0x84D						
0x84E						
0x84F						
0x850						
0x851						
0x852						
0x853						
0x854						
0x855						
0x856						
0x857						
0x858						
0x859						
0x85A						
0x85B						
0x85C						
0x85D						
0x85E						
0x85F						
0x860						
0x861						
0x862						
0x863						
0x864						
0x865						
0x866						
0x867						
0x868						
0x869						
0x86A						
0x86B						
0x86C						
0x86D						
0x86E						
0x86F						
0x870						
0x871						
0x872						
0x873						
0x874						
0x875						
0x876						
0x877						
0x878						
0x879						
0x87A						
0x87B						
0x87C						
0x87D						
0x87E						
0x87F						
0x880						
0x881						
0x882						
0x883						
0x884						
0x885						
0x886						
0x887						
0x888						
0x889						
0x88A						
0x88B						
0x88C						
0x88D						
0x88E						
0x88F						
0x890						
0x891						
0x892						
0x893						
0x894						
0x895						
0x896						
0x897						
0x898						
0x899						
0x89A						
0x89B						
0x89C						
0x89D						
0x89E						
0x89F						
0x8A0						
0x8A1						
0x8A2						
0x8A3						
0x8A4						
0x8A5						
0x8A6						
0x8A7						
0x8A8						
0x8A9						
0x8AA						
0x8AB						
0x8AC						
0x8AD						
0x8AE						
0x8AF						
0x8B0						
0x8B1						
0x8B2						
0x8B3						
0x8B4						
0x8B5						
0x8B6						
0x8B7						
0x8B8						
0x8B9						
0x8BA						
0x8BB						
0x8BC						
0x8BD						
0x8BE						
0x8BF						
0x8C0						
0x8C1						
0x8C2						
0x8C3						
0x8C4						
0x8C5						
0x8C6						
0x8C7						
0x8C8						
0x8C9						
0x8CA						
0x8CB						
0x8CC						
0x8CD						
0x8CE						
0x8CF						
0x8D0						
0x8D1						
0x8D2						
0x8D3						
0x8D4						
0x8D5						
0x8D6						
0x8D7						
0x8D8						
0x8D9						
0x8DA						
0x8DB						
0x8DC						
0x8DD						
0x8DE						
0x8DF						
0x8E0						
0x8E1						
0x8E2						
0x8E3						
0x8E4						
0x8E5						
0x8E6						
0x8E7						
0x8E8						
0x8E9						
0x8EA						
0x8EB						
0x8EC						
0x8ED						
0x8EE						
0x8EF						
0x8F0						
0x8F1						
0x8F2						
0x8F3						
0x8F4						
0x8F5						
0x8F6						
0x8F7						
0x8F8						
0x8F9						
0x8FA						
0x8FB						
0x8FC						
0x8FD						
0x8FE						
0x8FF						
0x900						
0x901						
0x902						
0x903						
0x904						
0x905						
0x906						
0x907						
0x908						
0x909						
0x90A						
0x90B						
0x90C						
0x90D						
0x90E						
0x90F						
0x910						
0x911						
0x912						
0x913						
0x914						
0x915						
0x916						
0x917						
0x918						
0x919						
0x91A						
0x91B						
0x91C						
0x91D						
0x91E						
0x91F						
0x920						
0x921						
0x922						
0x923						
0x924						
0x925						
0x926						
0x927						
0x928						
0x929						
0x92A						
0x92B						
0x92C						
0x92D						
0x92E						
0x92F						
0x930						
0x931						
0x932						
0x933						
0x934						
0x935						
0x936						
0x937						
0x938						
0x939						
0x93A						
0x93B						
0x93C						
0x93D						
0x93E						
0x93F						
0x940						
0x941						
0x942						
0x943						
0x944						
0x945						
0x946						
0x947						
0x948						
0x949						
0x94A						
0x94B						
0x94C						
0x94D						
0x94E						
0x94F						
0x950						
0x951						
0x952						
0x953						
0x954						
0x955						
0x956						
0x957						
0x958						
0x959						
0x95A						
0x95B						
0x95C						
0x95D						
0x95E						
0x95F						
0x960	STORY EVENT			Defeated Ghetsis (First game clear)		
0x961						
0x962						
0x963	EVENT			Has Running Shoes		
0x964	EVENT					
0x965						
0x966						
0x967						
0x968						
0x969						
0x96A						
0x96B						
0x96C						
0x96D						
0x96E						
0x96F						
0x970						
0x971						
0x972						
0x973						
0x974						
0x975						
0x976						
0x977						
0x978						
0x979						
0x97A						
0x97B						
0x97C						
0x97D						
0x97E						
0x97F						
0x980						
0x981						
0x982						
0x983						
0x984						
0x985						
0x986						
0x987						
0x988						
0x989						
0x98A						
0x98B						
0x98C						
0x98D						
0x98E						
0x98F						
0x990						
0x991						
0x992						
0x993						
0x994						
0x995						
0x996						
0x997						
0x998						
0x999						
0x99A						
0x99B						
0x99C						
0x99D						
0x99E						
0x99F						
0x9A0						
0x9A1						
0x9A2						
0x9A3						
0x9A4						
0x9A5						
0x9A6						
0x9A7						
0x9A8						
0x9A9						
0x9AA						
0x9AB						
0x9AC						
0x9AD						
0x9AE						
0x9AF						
0x9B0						
0x9B1						
0x9B2						
0x9B3						
0x9B4						
0x9B5						
0x9B6						
0x9B7						
0x9B8						
0x9B9						
0x9BA						
0x9BB						
0x9BC						
0x9BD						
0x9BE						
0x9BF						
0x9C0						
0x9C1						
0x9C2						
0x9C3						
0x9C4						
0x9C5						
0x9C6						
0x9C7						
0x9C8						
0x9C9						
0x9CA						
0x9CB						
0x9CC						
0x9CD						
0x9CE						
0x9CF						
0x9D0						
0x9D1						
0x9D2						
0x9D3						
0x9D4						
0x9D5						
0x9D6						
0x9D7						
0x9D8						
0x9D9						
0x9DA						
0x9DB						
0x9DC						
0x9DD						
0x9DE						
0x9DF						
0x9E0						
0x9E1						
0x9E2						
0x9E3						
0x9E4						
0x9E5						
0x9E6						
0x9E7						
0x9E8						
0x9E9						
0x9EA						
0x9EB						
0x9EC						
0x9ED						
0x9EE						
0x9EF						
0x9F0						
0x9F1						
0x9F2						
0x9F3						
0x9F4						
0x9F5						
0x9F6						
0x9F7						
0x9F8						
0x9F9						
0x9FA						
0x9FB						
0x9FC						
0x9FD						
0x9FE						
0x9FF						
0xA00						
0xA01						
0xA02						
0xA03						
0xA04						
0xA05						
0xA06						
0xA07						
0xA08						
0xA09						
0xA0A						
0xA0B						
0xA0C						
0xA0D						
0xA0E						
0xA0F						
0xA10						
0xA11						
0xA12						
0xA13						
0xA14						
0xA15						
0xA16						
0xA17						
0xA18						
0xA19						
0xA1A						
0xA1B						
0xA1C						
0xA1D						
0xA1E						
0xA1F						
0xA20						
0xA21						
0xA22						
0xA23						
0xA24						
0xA25						
0xA26						
0xA27						
0xA28						
0xA29						
0xA2A						
0xA2B						
0xA2C						
0xA2D						
0xA2E						
0xA2F						
0xA30						
0xA31						
0xA32						
0xA33						
0xA34						
0xA35						
0xA36						
0xA37						
0xA38						
0xA39						
0xA3A						
0xA3B						
0xA3C						
0xA3D						
0xA3E						
0xA3F						
0xA40						
0xA41						
0xA42						
0xA43						
0xA44						
0xA45						
0xA46						
0xA47						
0xA48						
0xA49						
0xA4A						
0xA4B						
0xA4C						
0xA4D						
0xA4E						
0xA4F						
0xA50						
0xA51						
0xA52						
0xA53						
0xA54						
0xA55						
0xA56						
0xA57						
0xA58						
0xA59						
0xA5A						
0xA5B						
0xA5C						
0xA5D						
0xA5E						
0xA5F						
0xA60						
0xA61						
0xA62						
0xA63						
0xA64						
0xA65						
0xA66						
0xA67						
0xA68						
0xA69						
0xA6A						
0xA6B						
0xA6C						
0xA6D						
0xA6E						
0xA6F						
0xA70						
0xA71						
0xA72						
0xA73						
0xA74						
0xA75						
0xA76						
0xA77						
0xA78						
0xA79						
0xA7A						
0xA7B						
0xA7C						
0xA7D						
0xA7E						
0xA7F						
0xA80						
0xA81						
0xA82						
0xA83						
0xA84						
0xA85						
0xA86						
0xA87						
0xA88						
0xA89						
0xA8A						
0xA8B						
0xA8C						
0xA8D						
0xA8E						
0xA8F						
0xA90						
0xA91						
0xA92						
0xA93						
0xA94						
0xA95						
0xA96						
0xA97						
0xA98						
0xA99						
0xA9A						
0xA9B						
0xA9C						
0xA9D						
0xA9E						
0xA9F						
0xAA0						
0xAA1						
0xAA2						
0xAA3						
0xAA4						
0xAA5						
0xAA6						
0xAA7						
0xAA8						
0xAA9						
0xAAA						
