//	Event Flags					
0x000	_UNUSED					// FH_0
0x502	FIELD ITEM	Route 47		Wave Incense		FV_FLD_ITEM_226
0x503	FIELD ITEM	Route 47		White Flute		FV_FLD_ITEM_227
0x504	FIELD ITEM	Route 48		Nugget		FV_FLD_ITEM_228
0x505	FIELD ITEM	Route 42		TM65		FV_FLD_ITEM_229
0x506	FIELD ITEM	National Park		Shiny Stone		FV_FLD_ITEM_230
0x507	FIELD ITEM	Route 8		TM41		FV_FLD_ITEM_231
0x508	FIELD ITEM	Lake of Rage		TM43		FV_FLD_ITEM_232
0x509	FIELD ITEM	Lake of Rage		Choice Specs		FV_FLD_ITEM_233
0x50A	FIELD ITEM	Lake of Rage		Red Flute		FV_FLD_ITEM_234
0x50B	FIELD ITEM	Burned Tower		Antidote		FV_FLD_ITEM_235
0x50C	FIELD ITEM	Dark Cave		Black Flute		FV_FLD_ITEM_236
0x50D	FIELD ITEM	Route 27		Destiny Knot		FV_FLD_ITEM_237
0x50E	FIELD ITEM	Vermilion City		Luck Incense		FV_FLD_ITEM_238
0x50F	FIELD ITEM	Vermilion City		Sticky Barb		FV_FLD_ITEM_239
0x510	FIELD ITEM	Rock Tunnel		Oval Stone		FV_FLD_ITEM_240
0x511	FIELD ITEM	Diglett's Cave		PP Max		FV_FLD_ITEM_241
0x512	FIELD ITEM	Diglett's Cave		Rock Incense		FV_FLD_ITEM_242
0x513	FIELD ITEM	Route 6		TM62		FV_FLD_ITEM_243
0x514	FIELD ITEM	Route 10		TM69		FV_FLD_ITEM_244
0x515	FIELD ITEM	Route 9		TM91		FV_FLD_ITEM_245
0x516	FIELD ITEM	Route 9		Full Restore		FV_FLD_ITEM_246
0x517	FIELD ITEM	Route 9		Light Clay		FV_FLD_ITEM_247
0x518	FIELD ITEM	Route 9		Max Potion		FV_FLD_ITEM_248
0x519	FIELD ITEM	Celadon City		TM67		FV_FLD_ITEM_249
0x51A	FIELD ITEM	Route 15		Rose Incense		FV_FLD_ITEM_250
0x51B	FIELD ITEM	Route 11		TM86		FV_FLD_ITEM_251
0x51C	FIELD ITEM	Pewter City		Wise Glasses		FV_FLD_ITEM_252
0x51D	FIELD ITEM	Route 3		Big Root		FV_FLD_ITEM_253
0x51E	FIELD ITEM	Olivine City		TM57		FV_FLD_ITEM_254
0x51F	_UNUSED					FV_FLD_ITEM_255
0x520						
0x521						
0x522						
0x523						
0x524						
0x525						
0x526						
0x527						
0x528						
0x529						
0x52A						
0x52B						
0x52C						
0x52D						
0x52E						
0x52F						
0x530						
0x531						
0x532						
0x533						
0x534						
0x535						
0x536						
0x537						
0x538						
0x539						
0x53A						
0x53B						
0x53C						
0x53D						
0x53E						
0x53F						
0x540						
0x541						
0x542						
0x543						
0x544						
0x545						
0x546						
0x547						
0x548						
0x549						
0x54A						
0x54B						
0x54C						
0x54D						
0x54E						
0x54F						
0x550	_UNUSED					TR_FLAG_000
0x551	TRAINER BATTLE			Rival Silver		TR_FLAG_001
0x552	TRAINER BATTLE			Rival Silver 2		TR_FLAG_002
0x553	TRAINER BATTLE			Rival Silver 3		TR_FLAG_003
0x554	TRAINER BATTLE			Bug Catcher Wade		TR_FLAG_004
0x555	TRAINER BATTLE			Beauty Victoria		TR_FLAG_005
0x556	TRAINER BATTLE			Policeman Keith (Night)		TR_FLAG_006
0x557	TRAINER BATTLE			Juggler Irwin		TR_FLAG_007
0x558	TRAINER BATTLE			Youngster Joey		TR_FLAG_008
0x559	TRAINER BATTLE			Swimmer Elaine		TR_FLAG_009
0x55A	TRAINER BATTLE			Twins Amy and Mimi		TR_FLAG_010
0x55B	TRAINER BATTLE			Kimono Girl Mickey		TR_FLAG_011
0x55C	TRAINER BATTLE			Team Rocket Grunt		TR_FLAG_012
0x55D	TRAINER BATTLE			Team Rocket Grunt		TR_FLAG_013
0x55E	TRAINER BATTLE			Burglar Duncan		TR_FLAG_014
0x55F	TRAINER BATTLE			Firebreather Otis		TR_FLAG_015
0x560	TRAINER BATTLE			Swimmer Simon		TR_FLAG_016
0x561	TRAINER BATTLE			Black Belt Kenji		TR_FLAG_017
0x562	TRAINER BATTLE			Fisherman Justin		TR_FLAG_018
0x563	TRAINER BATTLE			Biker Mickey		TR_FLAG_019
0x564	TRAINER BATTLE			Leader Falkner		TR_FLAG_020
0x565	TRAINER BATTLE			Leader Bugsy		TR_FLAG_021
0x566	TRAINER BATTLE			Lass Carrie		TR_FLAG_022
0x567	TRAINER BATTLE			Poke Maniac Larry		TR_FLAG_023
0x568	TRAINER BATTLE			School Kid Alan		TR_FLAG_024
0x569	TRAINER BATTLE			Hiker Russel		TR_FLAG_025
0x56A	TRAINER BATTLE			Camper Roland		TR_FLAG_026
0x56B	TRAINER BATTLE			Picnicker Liz		TR_FLAG_027
0x56C	TRAINER BATTLE			Ace Trainer Jake		TR_FLAG_028
0x56D	TRAINER BATTLE			Bird Keeper Rod		TR_FLAG_029
0x56E	TRAINER BATTLE			Leader Whitney		TR_FLAG_030
0x56F	TRAINER BATTLE			Leader Morty		TR_FLAG_031
0x570	TRAINER BATTLE			Leader Pryce		TR_FLAG_032
0x571	TRAINER BATTLE			Leader Jasmine		TR_FLAG_033
0x572	TRAINER BATTLE			Leader Chuck		TR_FLAG_034
0x573	TRAINER BATTLE			Leader Clair		TR_FLAG_035
0x574	TRAINER BATTLE			Ace Trainer Joyce		TR_FLAG_036
0x575	TRAINER BATTLE			Gentleman Preston		TR_FLAG_037
0x576	TRAINER BATTLE			Teacher Colette		TR_FLAG_038
0x577	TRAINER BATTLE			Sailor Eugene		TR_FLAG_039
0x578	TRAINER BATTLE			Super Nerd Mickey		TR_FLAG_040
0x579	TRAINER BATTLE			Guitarist Clyde		TR_FLAG_041
0x57A	TRAINER BATTLE			Psychic Nathan		TR_FLAG_042
0x57B	TRAINER BATTLE			Sage Chow		TR_FLAG_043
0x57C	TRAINER BATTLE			Pokefan Derek		TR_FLAG_044
0x57D	TRAINER BATTLE			Pokefan Ruth		TR_FLAG_045
0x57E	TRAINER BATTLE			Medium Martha		TR_FLAG_046
0x57F	TRAINER BATTLE			Youngster Mikey		TR_FLAG_047
0x580	TRAINER BATTLE			Bug Catcher Rob		TR_FLAG_048
0x581	TRAINER BATTLE			Youngster Albert		TR_FLAG_049
0x582	TRAINER BATTLE			Bird Keeper Abe		TR_FLAG_050
0x583	TRAINER BATTLE			Sage Nico		TR_FLAG_051
0x584	TRAINER BATTLE			Sage Edmond		TR_FLAG_052
0x585	TRAINER BATTLE			Sage Jin		TR_FLAG_053
0x586	TRAINER BATTLE			Sage Troy		TR_FLAG_054
0x587	TRAINER BATTLE			Sage Neal		TR_FLAG_055
0x588	TRAINER BATTLE			Youngster Gordon		TR_FLAG_056
0x589	TRAINER BATTLE			Fisherman Ralph		TR_FLAG_057
0x58A	TRAINER BATTLE			Fisherman Arnold		TR_FLAG_058
0x58B	TRAINER BATTLE			Fisherman Kyle		TR_FLAG_059
0x58C	TRAINER BATTLE			Fisherman Henry		TR_FLAG_060
0x58D	TRAINER BATTLE			Hiker Anthony		TR_FLAG_061
0x58E	TRAINER BATTLE			Youngster Samuel		TR_FLAG_062
0x58F	TRAINER BATTLE			Team Rocket Mickey		TR_FLAG_063
0x590	TRAINER BATTLE			Youngster Ian		TR_FLAG_064
0x591	TRAINER BATTLE			Picnicker Gina		TR_FLAG_065
0x592	TRAINER BATTLE			Camper Todd		TR_FLAG_066
0x593	TRAINER BATTLE			Bug Catcher Benny		TR_FLAG_067
0x594	TRAINER BATTLE			Bug Catcher Al		TR_FLAG_068
0x595	TRAINER BATTLE			Bug Catcher Josh		TR_FLAG_069
0x596	TRAINER BATTLE			Beauty Samantha		TR_FLAG_070
0x597	TRAINER BATTLE			Lass Cathy		TR_FLAG_071
0x598	TRAINER BATTLE			Bird Keeper Bryan		TR_FLAG_072
0x599	TRAINER BATTLE			Bird Keeper Theo		TR_FLAG_073
0x59A	TRAINER BATTLE			Camper Ivan		TR_FLAG_074
0x59B	TRAINER BATTLE			Camper Elliot		TR_FLAG_075
0x59C	TRAINER BATTLE			Picnicker Brooke		TR_FLAG_076
0x59D	TRAINER BATTLE			Picnicker Kim		TR_FLAG_077
0x59E	TRAINER BATTLE			Bug Catcher Arnie		TR_FLAG_078
0x59F	TRAINER BATTLE			Bug Catcher Ken		TR_FLAG_079
0x5A0	TRAINER BATTLE			Policeman Dirk (Night)		TR_FLAG_080
0x5A1	TRAINER BATTLE			Twins Tori and Til		TR_FLAG_081
0x5A2	TRAINER BATTLE			Bird Keeper Toby		TR_FLAG_082
0x5A3	TRAINER BATTLE			Picnicker Cindy		TR_FLAG_083
0x5A4	TRAINER BATTLE			Camper Barry		TR_FLAG_084
0x5A5	TRAINER BATTLE			Swimmer Paula		TR_FLAG_085
0x5A6	TRAINER BATTLE			Swimmer Randall		TR_FLAG_086
0x5A7	TRAINER BATTLE			Sage Mickey		TR_FLAG_087
0x5A8	TRAINER BATTLE			Sage Mickey 2		TR_FLAG_088
0x5A9	TRAINER BATTLE			Medium Grace		TR_FLAG_089
0x5AA	TRAINER BATTLE			Swimmer Kaylee		TR_FLAG_090
0x5AB	TRAINER BATTLE			Swimmer Susie		TR_FLAG_091
0x5AC	TRAINER BATTLE			Swimmer Denise		TR_FLAG_092
0x5AD	TRAINER BATTLE			Swimmer Kara		TR_FLAG_093
0x5AE	TRAINER BATTLE			Swimmer Wendy		TR_FLAG_094
0x5AF	TRAINER BATTLE			Swimmer Charlie		TR_FLAG_095
0x5B0	TRAINER BATTLE			Swimmer George		TR_FLAG_096
0x5B1	TRAINER BATTLE			Swimmer Berke		TR_FLAG_097
0x5B2	TRAINER BATTLE			Swimmer Ronald		TR_FLAG_098
0x5B3	TRAINER BATTLE			Swimmer Matthew		TR_FLAG_099
0x5B4	TRAINER BATTLE			Hiker Anthony 2		TR_FLAG_100
0x5B5	TRAINER BATTLE			Team Rocket Grunt 2		TR_FLAG_101
0x5B6	TRAINER BATTLE			Ace Trainer Gaven		TR_FLAG_102
0x5B7	TRAINER BATTLE			Ace Trainer Blake		TR_FLAG_103
0x5B8	TRAINER BATTLE			Ace Trainer Brian		TR_FLAG_104
0x5B9	TRAINER BATTLE			Ace Trainer Mickey		TR_FLAG_105
0x5BA	TRAINER BATTLE			Ace Trainer Mickey 2		TR_FLAG_106
0x5BB	TRAINER BATTLE			Ace Trainer Mickey 3		TR_FLAG_107
0x5BC	TRAINER BATTLE			Ace Trainer Ryan		TR_FLAG_108
0x5BD	TRAINER BATTLE			Ace Trainer Alton		TR_FLAG_109
0x5BE	TRAINER BATTLE			Ace Trainer Paulo		TR_FLAG_110
0x5BF	TRAINER BATTLE			Ace Trainer Mike		TR_FLAG_111
0x5C0	TRAINER BATTLE			Ace Trainer Cody		TR_FLAG_112
0x5C1	TRAINER BATTLE			Ace Trainer Jamie		TR_FLAG_113
0x5C2	TRAINER BATTLE			Ace Trainer Reena		TR_FLAG_114
0x5C3	TRAINER BATTLE			Ace Trainer Megan		TR_FLAG_115
0x5C4	TRAINER BATTLE			Ace Trainer Lois		TR_FLAG_116
0x5C5	TRAINER BATTLE			Ace Trainer Lola		TR_FLAG_117
0x5C6	TRAINER BATTLE			Ace Trainer Kate		TR_FLAG_118
0x5C7	TRAINER BATTLE			Ace Trainer Fran		TR_FLAG_119
0x5C8	TRAINER BATTLE			Ace Trainer Irene		TR_FLAG_120
0x5C9	TRAINER BATTLE			Ace Trainer Kelly		TR_FLAG_121
0x5CA	TRAINER BATTLE			Fisherman Marvin		TR_FLAG_122
0x5CB	TRAINER BATTLE			Fisherman Tully		TR_FLAG_123
0x5CC	TRAINER BATTLE			Fisherman Wilton		TR_FLAG_124
0x5CD	TRAINER BATTLE			Fisherman Edgar		TR_FLAG_125
0x5CE	TRAINER BATTLE			Fisherman Andre		TR_FLAG_126
0x5CF	TRAINER BATTLE			Fisherman Raymond		TR_FLAG_127
0x5D0	TRAINER BATTLE			Fisherman Jonah		TR_FLAG_128
0x5D1	TRAINER BATTLE			Poke Maniac Shane		TR_FLAG_129
0x5D2	TRAINER BATTLE			Poke Maniac Beckett		TR_FLAG_130
0x5D3	TRAINER BATTLE			Poke Maniac Brent		TR_FLAG_131
0x5D4	TRAINER BATTLE			Poke Maniac Ron		TR_FLAG_132
0x5D5	TRAINER BATTLE			Poke Maniac Morgan		TR_FLAG_133
0x5D6	TRAINER BATTLE			Hiker Benjamin		TR_FLAG_134
0x5D7	TRAINER BATTLE			School Kid Johnny		TR_FLAG_135
0x5D8	TRAINER BATTLE			Lass Linda		TR_FLAG_136
0x5D9	TRAINER BATTLE			Bird Keeper Vance		TR_FLAG_137
0x5DA	TRAINER BATTLE			Camper Mickey		TR_FLAG_138
0x5DB	TRAINER BATTLE			Picnicker Debra		TR_FLAG_139
0x5DC	TRAINER BATTLE			Bug Catcher Doug		TR_FLAG_140
0x5DD	TRAINER BATTLE			Camper Mickey 2		TR_FLAG_141
0x5DE	TRAINER BATTLE			Picnicker Gina 2		TR_FLAG_142
0x5DF	TRAINER BATTLE			Hiker Erik		TR_FLAG_143
0x5E0	TRAINER BATTLE			Hiker Michael		TR_FLAG_144
0x5E1	TRAINER BATTLE			Hiker Parry		TR_FLAG_145
0x5E2	TRAINER BATTLE			Hiker Timothy		TR_FLAG_146
0x5E3	TRAINER BATTLE			Camper Ted		TR_FLAG_147
0x5E4	TRAINER BATTLE			Camper Lloyd		TR_FLAG_148
0x5E5	TRAINER BATTLE			Camper Dean		TR_FLAG_149
0x5E6	TRAINER BATTLE			Camper Sid		TR_FLAG_150
0x5E7	TRAINER BATTLE			Picnicker Erin		TR_FLAG_151
0x5E8	TRAINER BATTLE			Picnicker Hope		TR_FLAG_152
0x5E9	TRAINER BATTLE			Picnicker Sharon		TR_FLAG_153
0x5EA	TRAINER BATTLE			Hiker Bailey		TR_FLAG_154
0x5EB	TRAINER BATTLE			Hiker Anthony 3		TR_FLAG_155
0x5EC	TRAINER BATTLE			Black Belt Yoshi		TR_FLAG_156
0x5ED	TRAINER BATTLE			Black Belt Lao		TR_FLAG_157
0x5EE	TRAINER BATTLE			Black Belt Kiyo		TR_FLAG_158
0x5EF	TRAINER BATTLE			Black Belt Lung		TR_FLAG_159
0x5F0	TRAINER BATTLE			Kimono Girl Naoko		TR_FLAG_160
0x5F1	TRAINER BATTLE			Kimono Girl Sayo		TR_FLAG_161
0x5F2	TRAINER BATTLE			Kimono Girl Zuki		TR_FLAG_162
0x5F3	TRAINER BATTLE			Kimono Girl Kuni		TR_FLAG_163
0x5F4	TRAINER BATTLE			Kimono Girl Miki		TR_FLAG_164
0x5F5	TRAINER BATTLE			Swimmer Mickey		TR_FLAG_165
0x5F6	TRAINER BATTLE			Swimmer Mickey 2		TR_FLAG_166
0x5F7	TRAINER BATTLE			Swimmer Mickey 3		TR_FLAG_167
0x5F8	TRAINER BATTLE			Swimmer Mickey		TR_FLAG_168
0x5F9	TRAINER BATTLE			Swimmer Mickey 2		TR_FLAG_169
0x5FA	TRAINER BATTLE			Swimmer Mickey 3		TR_FLAG_170
0x5FB	TRAINER BATTLE			Swimmer Mickey 4		TR_FLAG_171
0x5FC	TRAINER BATTLE			Poke Maniac Brent 2		TR_FLAG_172
0x5FD	TRAINER BATTLE			Poke Maniac Brent 3		TR_FLAG_173
0x5FE	TRAINER BATTLE			Biker Mickey 2		TR_FLAG_174
0x5FF	TRAINER BATTLE			Medium Bethany		TR_FLAG_175
0x600	TRAINER BATTLE			Medium Margaret		TR_FLAG_176
0x601	TRAINER BATTLE			Medium Ethel		TR_FLAG_177
0x602	TRAINER BATTLE			School Kid Jack		TR_FLAG_178
0x603	TRAINER BATTLE			School Kid Kipp		TR_FLAG_179
0x604	TRAINER BATTLE			Beauty Mickey		TR_FLAG_180
0x605	TRAINER BATTLE			Pokefan William		TR_FLAG_181
0x606	TRAINER BATTLE			Pokefan Beverly		TR_FLAG_182
0x607	TRAINER BATTLE			Lass Alice		TR_FLAG_183
0x608	TRAINER BATTLE			Lass Krise		TR_FLAG_184
0x609	TRAINER BATTLE			Team Rocket Grunt 3		TR_FLAG_185
0x60A	TRAINER BATTLE			Team Rocket Grunt 4		TR_FLAG_186
0x60B	TRAINER BATTLE			Team Rocket Grunt 5		TR_FLAG_187
0x60C	TRAINER BATTLE			Team Rocket Grunt 6		TR_FLAG_188
0x60D	TRAINER BATTLE			Team Rocket Grunt 7		TR_FLAG_189
0x60E	TRAINER BATTLE			Team Rocket Grunt 8		TR_FLAG_190
0x60F	TRAINER BATTLE			Team Rocket Grunt 9		TR_FLAG_191
0x610	TRAINER BATTLE			Team Rocket Grunt 10		TR_FLAG_192
0x611	TRAINER BATTLE			Team Rocket Grunt 11		TR_FLAG_193
0x612	TRAINER BATTLE			Team Rocket Mickey 2		TR_FLAG_194
0x613	TRAINER BATTLE			Team Rocket Grunt 12		TR_FLAG_195
0x614	TRAINER BATTLE			Team Rocket Grunt 13		TR_FLAG_196
0x615	TRAINER BATTLE			Team Rocket Grunt 14		TR_FLAG_197
0x616	TRAINER BATTLE			Team Rocket Grunt 2		TR_FLAG_198
0x617	TRAINER BATTLE			Team Rocket Grunt 3		TR_FLAG_199
0x618	TRAINER BATTLE			Team Rocket Grunt 4		TR_FLAG_200
0x619	TRAINER BATTLE			Poke Maniac Andrew		TR_FLAG_201
0x61A	TRAINER BATTLE			Poke Maniac Calvin		TR_FLAG_202
0x61B	TRAINER BATTLE			Hiker Phillip		TR_FLAG_203
0x61C	TRAINER BATTLE			Hiker Leonard		TR_FLAG_204
0x61D	TRAINER BATTLE			Ace Trainer Nick		TR_FLAG_205
0x61E	TRAINER BATTLE			Ace Trainer Gwen		TR_FLAG_206
0x61F	TRAINER BATTLE			Beauty Mickey 2		TR_FLAG_207
0x620	TRAINER BATTLE			Beauty Mickey 3		TR_FLAG_208
0x621	TRAINER BATTLE			Beauty Cassie		TR_FLAG_209
0x622	TRAINER BATTLE			Beauty Caroline		TR_FLAG_210
0x623	TRAINER BATTLE			Sailor Huey		TR_FLAG_211
0x624	TRAINER BATTLE			Sailor Terrell		TR_FLAG_212
0x625	TRAINER BATTLE			Sailor Kent		TR_FLAG_213
0x626	TRAINER BATTLE			Sailor Roberto		TR_FLAG_214
0x627	TRAINER BATTLE			Lass Connie		TR_FLAG_215
0x628	TRAINER BATTLE			Team Rocket Grunt 15		TR_FLAG_216
0x629	TRAINER BATTLE			Bird Keeper Denis		TR_FLAG_217
0x62A	TRAINER BATTLE			Team Rocket Grunt 16		TR_FLAG_218
0x62B	TRAINER BATTLE			Team Rocket Grunt 17		TR_FLAG_219
0x62C	TRAINER BATTLE			Team Rocket Grunt 18		TR_FLAG_220
0x62D	TRAINER BATTLE			Team Rocket Mickey 3		TR_FLAG_221
0x62E	TRAINER BATTLE			Team Rocket Grunt 19		TR_FLAG_222
0x62F	TRAINER BATTLE			Team Rocket Grunt 20		TR_FLAG_223
0x630	TRAINER BATTLE			Team Rocket Grunt 21		TR_FLAG_224
0x631	TRAINER BATTLE			Team Rocket Mickey 4		TR_FLAG_225
0x632	TRAINER BATTLE			Team Rocket Mickey 5		TR_FLAG_226
0x633	TRAINER BATTLE			Team Rocket Grunt 22		TR_FLAG_227
0x634	TRAINER BATTLE			Team Rocket Grunt 23		TR_FLAG_228
0x635	TRAINER BATTLE			Team Rocket Mickey 6		TR_FLAG_229
0x636	TRAINER BATTLE			Psychic Franklin		TR_FLAG_230
0x637	TRAINER BATTLE			Gentleman Edward		TR_FLAG_231
0x638	TRAINER BATTLE			Guitarist Vincent		TR_FLAG_232
0x639	TRAINER BATTLE			Super Nerd Eric		TR_FLAG_233
0x63A	TRAINER BATTLE			Hiker Eoin		TR_FLAG_234
0x63B	TRAINER BATTLE			Hiker Noland		TR_FLAG_235
0x63C	TRAINER BATTLE			Ace Trainer Shaye		TR_FLAG_236
0x63D	TRAINER BATTLE			Ace Trainer Carol		TR_FLAG_237
0x63E	TRAINER BATTLE			Sailor Stanly		TR_FLAG_238
0x63F	TRAINER BATTLE			Sailor Jeff		TR_FLAG_239
0x640	TRAINER BATTLE			Sailor Garrett		TR_FLAG_240
0x641	TRAINER BATTLE			Sailor Kenneth		TR_FLAG_241
0x642	TRAINER BATTLE			Juggler Fritz		TR_FLAG_242
0x643	TRAINER BATTLE			Swimmer Katie		TR_FLAG_243
0x644	TRAINER BATTLE			Champion Lance		TR_FLAG_244
0x645	TRAINER BATTLE			Elite Four Will Will		TR_FLAG_245
0x646	TRAINER BATTLE			Elite Four Karen Karen		TR_FLAG_246
0x647	TRAINER BATTLE			Elite Four Koga Koga		TR_FLAG_247
0x648	TRAINER BATTLE			Bug Catcher Ed		TR_FLAG_248
0x649	TRAINER BATTLE			Bug Catcher Don		TR_FLAG_249
0x64A	TRAINER BATTLE			Black Belt Kenji 2		TR_FLAG_250
0x64B	TRAINER BATTLE			Black Belt Nob		TR_FLAG_251
0x64C	TRAINER BATTLE			Swimmer Harold		TR_FLAG_252
0x64D	TRAINER BATTLE			Leader Brock		TR_FLAG_253
0x64E	TRAINER BATTLE			Leader Misty		TR_FLAG_254
0x64F	TRAINER BATTLE			Leader Lt. Surge		TR_FLAG_255
0x650	TRAINER BATTLE			Leader Erika		TR_FLAG_256
0x651	TRAINER BATTLE			Leader Janine		TR_FLAG_257
0x652	TRAINER BATTLE			Leader Sabrina		TR_FLAG_258
0x653	TRAINER BATTLE			Leader Blaine		TR_FLAG_259
0x654	TRAINER BATTLE			Pkmn Trainer Red		TR_FLAG_260
0x655	TRAINER BATTLE			Leader Blue		TR_FLAG_261
0x656	TRAINER BATTLE			Team Rocket Mickey 7		TR_FLAG_262
0x657	TRAINER BATTLE			Rival Silver 4		TR_FLAG_263
0x658	TRAINER BATTLE			Rival Silver 5		TR_FLAG_264
0x659	TRAINER BATTLE			Rival Silver 6		TR_FLAG_265
0x65A	TRAINER BATTLE			Rival Silver 7		TR_FLAG_266
0x65B	TRAINER BATTLE			Rival Silver 8		TR_FLAG_267
0x65C	TRAINER BATTLE			Rival Silver 9		TR_FLAG_268
0x65D	TRAINER BATTLE			Rival Silver 10		TR_FLAG_269
0x65E	TRAINER BATTLE			Rival Silver 11		TR_FLAG_270
0x65F	TRAINER BATTLE			Rival Silver 12		TR_FLAG_271
0x660	TRAINER BATTLE			Rival Silver 13		TR_FLAG_272
0x661	TRAINER BATTLE			Swimmer Mickey 5		TR_FLAG_273
0x662	TRAINER BATTLE			Camper Todd 2		TR_FLAG_274
0x663	TRAINER BATTLE			Camper Todd 3		TR_FLAG_275
0x664	TRAINER BATTLE			Picnicker Liz 2		TR_FLAG_276
0x665	TRAINER BATTLE			Picnicker Liz 3		TR_FLAG_277
0x666	TRAINER BATTLE			Black Belt Kenji 3		TR_FLAG_278
0x667	TRAINER BATTLE			Youngster Joey 2		TR_FLAG_279
0x668	TRAINER BATTLE			Youngster Joey 3		TR_FLAG_280
0x669	TRAINER BATTLE			Firebreather Richard		TR_FLAG_281
0x66A	TRAINER BATTLE			Firebreather Ned		TR_FLAG_282
0x66B	TRAINER BATTLE			Burglar Orson		TR_FLAG_283
0x66C	TRAINER BATTLE			Burglar Corey		TR_FLAG_284
0x66D	TRAINER BATTLE			Rival Silver 14		TR_FLAG_285
0x66E	TRAINER BATTLE			Rival Silver 15		TR_FLAG_286
0x66F	TRAINER BATTLE			Rival Silver 16		TR_FLAG_287
0x670	TRAINER BATTLE			Rival Silver 17		TR_FLAG_288
0x671	TRAINER BATTLE			Rival Silver 18		TR_FLAG_289
0x672	TRAINER BATTLE			Elder Li		TR_FLAG_290
0x673	TRAINER BATTLE			Swimmer Debbie		TR_FLAG_291
0x674	TRAINER BATTLE			Swimmer Mickey 4		TR_FLAG_292
0x675	TRAINER BATTLE			Swimmer Nicole		TR_FLAG_293
0x676	TRAINER BATTLE			Swimmer Lori		TR_FLAG_294
0x677	TRAINER BATTLE			Swimmer Mickey 5		TR_FLAG_295
0x678	TRAINER BATTLE			Swimmer Nikki		TR_FLAG_296
0x679	TRAINER BATTLE			Swimmer Diana		TR_FLAG_297
0x67A	TRAINER BATTLE			Swimmer Briana		TR_FLAG_298
0x67B	TRAINER BATTLE			Bird Keeper Hank		TR_FLAG_299
0x67C	TRAINER BATTLE			Bird Keeper Roy		TR_FLAG_300
0x67D	TRAINER BATTLE			Bird Keeper Boris		TR_FLAG_301
0x67E	TRAINER BATTLE			Bird Keeper Bob		TR_FLAG_302
0x67F	TRAINER BATTLE			Bird Keeper Jose		TR_FLAG_303
0x680	TRAINER BATTLE			Camper Mickey 3		TR_FLAG_304
0x681	TRAINER BATTLE			Camper Mickey 4		TR_FLAG_305
0x682	TRAINER BATTLE			Camper Mickey 5		TR_FLAG_306
0x683	TRAINER BATTLE			Camper Mickey 6		TR_FLAG_307
0x684	TRAINER BATTLE			Camper Jerry		TR_FLAG_308
0x685	TRAINER BATTLE			Biker Dwayne		TR_FLAG_309
0x686	TRAINER BATTLE			Biker Harris		TR_FLAG_310
0x687	TRAINER BATTLE			Biker Zeke		TR_FLAG_311
0x688	TRAINER BATTLE			Biker Charles		TR_FLAG_312
0x689	TRAINER BATTLE			Biker Reese		TR_FLAG_313
0x68A	TRAINER BATTLE			Biker Joel		TR_FLAG_314
0x68B	TRAINER BATTLE			Biker Glenn		TR_FLAG_315
0x68C	TRAINER BATTLE			Psychic Herman		TR_FLAG_316
0x68D	TRAINER BATTLE			Psychic Fidel		TR_FLAG_317
0x68E	TRAINER BATTLE			Firebreather Burt		TR_FLAG_318
0x68F	TRAINER BATTLE			Firebreather Bill		TR_FLAG_319
0x690	TRAINER BATTLE			Fisherman Martin		TR_FLAG_320
0x691	TRAINER BATTLE			Fisherman Stephen		TR_FLAG_321
0x692	TRAINER BATTLE			Fisherman Barney		TR_FLAG_322
0x693	TRAINER BATTLE			Fisherman Tully 2		TR_FLAG_323
0x694	TRAINER BATTLE			Fisherman Tully 3		TR_FLAG_324
0x695	TRAINER BATTLE			Fisherman Wilton 2		TR_FLAG_325
0x696	TRAINER BATTLE			Twins Jo and Zoe		TR_FLAG_326
0x697	TRAINER BATTLE			School Kid Danny		TR_FLAG_327
0x698	TRAINER BATTLE			School Kid Tommy		TR_FLAG_328
0x699	TRAINER BATTLE			School Kid Dudley		TR_FLAG_329
0x69A	TRAINER BATTLE			School Kid Joe		TR_FLAG_330
0x69B	TRAINER BATTLE			School Kid Billy		TR_FLAG_331
0x69C	TRAINER BATTLE			Picnicker Heidi		TR_FLAG_332
0x69D	TRAINER BATTLE			Picnicker Edna		TR_FLAG_333
0x69E	TRAINER BATTLE			Picnicker Gina 3		TR_FLAG_334
0x69F	TRAINER BATTLE			Picnicker Erin 2		TR_FLAG_335
0x6A0	TRAINER BATTLE			Picnicker Tanya		TR_FLAG_336
0x6A1	TRAINER BATTLE			Gentleman Gregory		TR_FLAG_337
0x6A2	TRAINER BATTLE			Gentleman Mickey		TR_FLAG_338
0x6A3	TRAINER BATTLE			Black Belt Wai		TR_FLAG_339
0x6A4	TRAINER BATTLE			Beauty Mickey 4		TR_FLAG_340
0x6A5	TRAINER BATTLE			Beauty Mickey 5		TR_FLAG_341
0x6A6	TRAINER BATTLE			Beauty Mickey 6		TR_FLAG_342
0x6A7	TRAINER BATTLE			Beauty Mickey 7		TR_FLAG_343
0x6A8	TRAINER BATTLE			Beauty Mickey 8		TR_FLAG_344
0x6A9	TRAINER BATTLE			Beauty Mickey 9		TR_FLAG_345
0x6AA	TRAINER BATTLE			Beauty Julia		TR_FLAG_346
0x6AB	TRAINER BATTLE			Beauty Mickey 10		TR_FLAG_347
0x6AC	TRAINER BATTLE			Pokefan Robert		TR_FLAG_348
0x6AD	TRAINER BATTLE			Pokefan Joshua		TR_FLAG_349
